src_ind,dst_ind,label,date,prediction
41850,59755,1,2020-01-03,1.3887264
50864,52585,1,2020-01-03,1.3887264
15826,23212,1,2020-01-03,1.3887264
42731,33999,1,2020-01-03,1.3887264
22636,4013,1,2020-01-03,-1.3151009
19467,41420,1,2020-01-03,-1.2722173
56460,10282,1,2020-01-03,-1.3151009
18894,23317,1,2020-01-03,1.3887264
10090,313,1,2020-01-03,-1.3151009
18894,17851,1,2020-01-03,1.3887264
15826,22364,1,2020-01-03,1.3887264
29818,29551,1,2020-01-03,1.3887264
33927,21007,1,2020-01-03,-1.3151009
15147,51633,1,2020-01-04,1.3887264
13809,19382,1,2020-01-06,1.3887264
35027,29255,1,2020-01-06,-1.2722173
54128,1410,1,2020-01-06,-1.2722173
39631,37867,1,2020-01-06,1.3887264
27437,21478,1,2020-01-06,1.3887264
16896,36049,1,2020-01-06,-0.38109955
16473,5974,1,2020-01-06,1.3887264
17985,47339,1,2020-01-06,1.3887264
15750,36049,1,2020-01-06,-0.38109955
2859,36424,1,2020-01-06,-1.3151009
17985,44421,1,2020-01-06,1.3887264
58342,1410,1,2020-01-06,-1.2722173
8648,7455,1,2020-01-06,1.3887264
23066,36049,1,2020-01-06,-0.38109955
28092,36424,1,2020-01-06,-1.3151009
29295,51496,1,2020-01-06,1.3887264
41411,36049,1,2020-01-06,-0.38109955
17985,57906,1,2020-01-06,1.3887264
13907,32472,1,2020-01-07,1.3887264
39216,38708,1,2020-01-07,1.3887264
55578,29099,1,2020-01-07,1.3887264
31311,26844,1,2020-01-07,-1.3151009
15962,42428,1,2020-01-07,-1.3151009
17628,47380,1,2020-01-07,-0.8658294
29113,16395,1,2020-01-07,1.3887264
15962,61975,1,2020-01-07,1.3887264
9846,60011,1,2020-01-07,1.3887264
45163,9618,1,2020-01-07,-1.3896518
39216,59033,1,2020-01-07,1.3887264
30970,50589,1,2020-01-07,-1.3151009
48071,22007,1,2020-01-07,4.645267
47315,22007,1,2020-01-07,-0.7372473
52263,11637,1,2020-01-07,1.3887264
53443,1087,1,2020-01-07,-1.3336029
51306,12624,1,2020-01-07,1.3887264
17001,22007,1,2020-01-07,-0.7372473
19402,47413,1,2020-01-07,-1.3896518
14211,41863,1,2020-01-07,-1.7974709
38358,51331,1,2020-01-07,-0.9987303
50825,7526,1,2020-01-08,1.3887264
32382,53764,1,2020-01-08,-1.3896518
15962,23043,1,2020-01-08,-1.2722173
25806,37877,1,2020-01-08,-1.2722173
51306,59721,1,2020-01-08,1.3887264
29295,54280,1,2020-01-08,-1.3896518
29295,24285,1,2020-01-08,1.3887264
36329,60774,1,2020-01-08,-1.3896518
17096,59371,1,2020-01-08,-1.3151009
39216,35495,1,2020-01-08,1.3887264
48102,49223,1,2020-01-08,1.3887264
17940,62161,1,2020-01-08,-1.3151009
52858,47380,1,2020-01-08,-0.8658294
39216,54625,1,2020-01-08,1.3887264
48318,58543,1,2020-01-08,1.3887264
47315,7526,1,2020-01-08,1.3887264
20932,49223,1,2020-01-08,1.3887264
43222,60774,1,2020-01-08,-1.3896518
9474,21843,1,2020-01-08,-1.3896518
54900,55404,1,2020-01-08,-1.3151009
9919,32366,1,2020-01-08,-1.3896518
12166,56978,1,2020-01-09,-1.2722173
61205,16962,1,2020-01-09,1.3887264
932,20428,1,2020-01-09,-1.3151009
29113,42465,1,2020-01-09,1.3887264
61721,18937,1,2020-01-09,1.3887264
35251,44184,1,2020-01-09,-1.1351911
15488,20428,1,2020-01-09,1.3887264
61479,37574,1,2020-01-09,1.3887264
22660,62600,1,2020-01-09,-1.3896518
976,43193,1,2020-01-09,1.3887264
64347,26674,1,2020-01-09,1.3887264
36078,33636,1,2020-01-09,-1.3896518
28233,26674,1,2020-01-09,1.3887264
9847,32314,1,2020-01-09,1.3887264
6257,55500,1,2020-01-09,1.3887264
41833,36837,1,2020-01-09,1.3887264
3747,4711,1,2020-01-09,-1.3151009
58761,40992,1,2020-01-09,1.3887264
53609,13309,1,2020-01-09,-1.3151009
50580,61674,1,2020-01-09,1.3887264
29295,10110,1,2020-01-09,1.3887264
29295,4711,1,2020-01-09,-1.3151009
23623,26674,1,2020-01-09,1.3887264
12295,5686,1,2020-01-09,-0.9987303
26311,20428,1,2020-01-09,1.3887264
52375,35696,1,2020-01-09,-1.3896518
36025,59324,1,2020-01-09,1.3887264
64173,35905,1,2020-01-09,1.3887264
29295,47057,1,2020-01-09,1.3887264
36025,16962,1,2020-01-09,1.3887264
7969,51727,1,2020-01-10,1.3887264
46357,11683,1,2020-01-10,1.3887264
39208,47292,1,2020-01-10,-0.9987303
51559,36119,1,2020-01-10,1.3887264
63716,11074,1,2020-01-10,1.3887264
35691,14536,1,2020-01-10,-1.7974709
23991,20077,1,2020-01-10,1.3887264
6001,10074,1,2020-01-10,1.3887264
37489,42894,1,2020-01-10,-1.1351911
40429,20077,1,2020-01-10,1.3887264
59729,36119,1,2020-01-10,1.3887264
48494,59283,1,2020-01-11,-1.2722173
18894,16476,1,2020-01-13,1.3887264
43336,24808,1,2020-01-13,-1.3151009
59164,58590,1,2020-01-13,1.3887264
48659,51879,1,2020-01-13,-1.2722173
50580,44376,1,2020-01-13,-1.3151009
48364,58387,1,2020-01-13,1.3887264
9273,10182,1,2020-01-13,1.3887264
43488,8536,1,2020-01-13,-1.3896518
46975,17560,1,2020-01-13,1.3887264
15826,48086,1,2020-01-13,1.3887264
43328,19702,1,2020-01-13,1.3887264
58994,19367,1,2020-01-13,-1.2722173
20950,35343,1,2020-01-13,-1.3151009
50235,52633,1,2020-01-13,-1.0942371
36220,35588,1,2020-01-13,1.3887264
47177,63271,1,2020-01-13,1.3887264
14300,51288,1,2020-01-13,1.3887264
30119,1157,1,2020-01-13,1.3887264
32986,15429,1,2020-01-13,-1.3896518
55306,1461,1,2020-01-13,1.3887264
31475,17314,1,2020-01-13,-1.1351911
46354,23134,1,2020-01-13,-1.3896518
59821,48624,1,2020-01-13,1.3887264
7116,47530,1,2020-01-13,1.3887264
5938,35343,1,2020-01-13,1.3887264
56343,3863,1,2020-01-13,1.3887264
20652,19367,1,2020-01-13,-1.2722173
61061,51879,1,2020-01-13,-1.2722173
39216,42906,1,2020-01-14,1.3887264
35445,1473,1,2020-01-14,1.3887264
12459,33715,1,2020-01-14,1.3887264
8443,37756,1,2020-01-14,-1.3151009
52375,64037,1,2020-01-14,-0.9987303
38797,17866,1,2020-01-14,3.2924552
30863,17866,1,2020-01-14,-1.3896518
21325,39220,1,2020-01-14,-1.3151009
23900,17143,1,2020-01-14,-1.3151009
33193,8126,1,2020-01-14,-1.3151009
60331,39220,1,2020-01-14,-1.3151009
44554,33167,1,2020-01-14,1.3887264
47533,6238,1,2020-01-14,1.3887264
58761,34031,1,2020-01-14,1.3887264
39712,30686,1,2020-01-14,1.3887264
9801,31871,1,2020-01-14,1.3887264
9224,8956,1,2020-01-14,-1.3896518
12102,51165,1,2020-01-14,2.7249951
24113,17866,1,2020-01-14,-1.3896518
17252,62714,1,2020-01-14,1.3887264
36220,14644,1,2020-01-14,1.3887264
61314,16921,1,2020-01-14,-1.3151009
25701,56380,1,2020-01-15,1.3887264
3138,19656,1,2020-01-15,1.3887264
32979,16867,1,2020-01-15,-1.3896518
56296,63849,1,2020-01-15,1.3887264
14574,31176,1,2020-01-15,1.3887264
45422,28379,1,2020-01-15,1.3887264
43969,35485,1,2020-01-15,1.3887264
64004,63496,1,2020-01-15,1.3887264
1426,35485,1,2020-01-15,1.3887264
37489,54468,1,2020-01-15,-0.9614888
39216,43474,1,2020-01-15,1.3887264
50895,30051,1,2020-01-15,1.3887264
36025,23766,1,2020-01-15,-1.3151009
60729,39471,1,2020-01-15,1.3887264
56874,16429,1,2020-01-15,-1.2722173
51559,21133,1,2020-01-15,1.3887264
56874,8973,1,2020-01-15,1.3887264
7282,16113,1,2020-01-15,1.3887264
30970,28379,1,2020-01-15,1.3887264
50393,36192,1,2020-01-15,1.3887264
39267,35485,1,2020-01-15,1.3887264
10514,30034,1,2020-01-15,-1.3151009
4306,15571,1,2020-01-15,-0.9987303
56874,16043,1,2020-01-15,-1.2722173
28252,30051,1,2020-01-15,1.3887264
12503,20689,1,2020-01-15,1.3887264
16095,15571,1,2020-01-15,-0.9987303
14211,28213,1,2020-01-15,1.3887264
39267,54468,1,2020-01-15,-0.9614888
53708,63196,1,2020-01-16,-1.2722173
29416,6142,1,2020-01-16,-1.6537907
20119,29198,1,2020-01-16,-1.3151009
17227,63196,1,2020-01-16,-1.2722173
63988,7965,1,2020-01-16,-1.3896518
58761,34480,1,2020-01-16,-1.3896518
42215,5603,1,2020-01-16,-1.3151009
54008,49970,1,2020-01-16,-1.3896518
55169,7965,1,2020-01-16,-1.3896518
32935,7965,1,2020-01-16,-1.3896518
2672,7141,1,2020-01-16,1.3887264
18306,4157,1,2020-01-16,1.3887264
62385,29341,1,2020-01-16,1.3887264
22689,24372,1,2020-01-16,1.3887264
43273,29341,1,2020-01-16,1.3887264
52189,34480,1,2020-01-16,-1.3896518
20350,39072,1,2020-01-16,1.3887264
43488,39072,1,2020-01-16,1.3887264
2672,36963,1,2020-01-16,1.3887264
29295,41245,1,2020-01-16,1.3887264
8691,48612,1,2020-01-16,-1.3896518
16063,29341,1,2020-01-16,-1.3151009
64173,24506,1,2020-01-16,-1.3896518
21724,24506,1,2020-01-16,-1.3896518
36220,63196,1,2020-01-16,-1.2722173
36593,17639,1,2020-01-16,1.3887264
50884,28588,1,2020-01-16,1.3887264
46246,34480,1,2020-01-16,-1.3896518
15001,40830,1,2020-01-17,1.3887264
40883,46206,1,2020-01-17,1.3887264
56880,57588,1,2020-01-17,-1.3151009
62702,46916,1,2020-01-17,1.3887264
53992,22696,1,2020-01-17,-1.3896518
41411,4234,1,2020-01-17,1.3887264
16095,4234,1,2020-01-17,1.3887264
21591,20820,1,2020-01-17,1.3887264
29292,4234,1,2020-01-17,1.3887264
31853,39104,1,2020-01-17,1.3887264
60146,4234,1,2020-01-17,1.3887264
4939,1593,1,2020-01-17,1.3887264
53623,26443,1,2020-01-17,-1.3151009
3264,26891,1,2020-01-17,1.3887264
32979,30072,1,2020-01-17,1.3887264
35209,26443,1,2020-01-17,-1.3151009
48071,40915,1,2020-01-17,3.1288166
57288,26372,1,2020-01-17,1.3887264
50223,4234,1,2020-01-17,1.3887264
44565,33665,1,2020-01-17,1.3887264
56788,10801,1,2020-01-17,1.3887264
1570,35075,1,2020-01-17,1.3887264
50810,40830,1,2020-01-17,1.3887264
16914,30331,1,2020-01-17,1.3887264
50580,20820,1,2020-01-17,1.3887264
12441,51655,1,2020-01-17,1.3887264
21451,24301,1,2020-01-17,1.3887264
15773,36945,1,2020-01-17,1.3887264
32492,13382,1,2020-01-17,-1.3151009
18894,62984,1,2020-01-17,1.3887264
40242,40830,1,2020-01-17,1.3887264
30970,62984,1,2020-01-17,1.3887264
23207,63374,1,2020-01-17,1.3887264
60289,26372,1,2020-01-17,-1.5326232
64173,1593,1,2020-01-17,1.3887264
63482,6784,1,2020-01-18,1.3887264
11098,49927,1,2020-01-18,-1.3151009
50616,63216,1,2020-01-18,1.3887264
23059,27760,1,2020-01-18,-1.3151009
55346,61224,1,2020-01-18,-1.3151009
10637,32193,1,2020-01-19,-1.2722173
9024,5774,1,2020-01-19,-1.3896518
25422,31036,1,2020-01-19,-1.3151009
15826,41632,1,2020-01-19,1.3887264
6767,45071,1,2020-01-19,1.3887264
59821,2630,1,2020-01-19,1.3887264
15826,8040,1,2020-01-19,1.3887264
56495,36279,1,2020-01-19,1.3887264
5387,32193,1,2020-01-19,-1.2722173
29295,17481,1,2020-01-19,1.3887264
4268,27582,1,2020-01-19,1.3887264
40782,34066,1,2020-01-19,-1.3151009
50689,61745,1,2020-01-19,1.3887264
61420,1595,1,2020-01-19,1.3887264
15826,15703,1,2020-01-19,1.3887264
58177,52002,1,2020-01-19,1.3887264
56502,41606,1,2020-01-19,1.3887264
64004,41606,1,2020-01-19,1.3887264
29783,32939,1,2020-01-20,2.7249951
16095,32939,1,2020-01-20,-1.3151009
42731,34315,1,2020-01-20,1.3887264
37489,27238,1,2020-01-20,1.3887264
29849,54986,1,2020-01-20,-1.3896518
56200,58569,1,2020-01-20,-1.2722173
11586,21208,1,2020-01-20,1.3887264
11586,33467,1,2020-01-20,1.3887264
29292,32939,1,2020-01-20,-1.3151009
39236,17218,1,2020-01-20,1.3887264
31216,22774,1,2020-01-20,-1.3151009
31216,41166,1,2020-01-20,1.3887264
42001,64209,1,2020-01-20,1.3887264
15024,36755,1,2020-01-20,-1.3151009
47315,20196,1,2020-01-20,1.3887264
291,54722,1,2020-01-20,-1.2937051
744,43547,1,2020-01-20,-1.3151009
37150,32939,1,2020-01-20,-1.3151009
60687,25665,1,2020-01-20,-1.3896518
29818,5990,1,2020-01-20,-1.3896518
64168,32939,1,2020-01-20,-1.3151009
52935,8663,1,2020-01-20,1.3887264
3598,32939,1,2020-01-20,-1.3151009
29818,26451,1,2020-01-20,1.3887264
32935,54986,1,2020-01-20,-1.3896518
35251,7953,1,2020-01-20,-1.3896518
53929,3660,1,2020-01-21,1.3887264
29113,36931,1,2020-01-21,1.3887264
37489,20743,1,2020-01-21,1.3887264
60652,51527,1,2020-01-21,-1.3151009
4701,37632,1,2020-01-21,-1.2722173
2662,38854,1,2020-01-21,1.3887264
37931,30611,1,2020-01-21,-1.3151009
56227,50184,1,2020-01-21,1.3887264
45422,47820,1,2020-01-21,1.3887264
42343,56437,1,2020-01-21,1.3887264
24155,36931,1,2020-01-21,1.3887264
53708,4309,1,2020-01-21,1.3887264
49009,45597,1,2020-01-21,1.3887264
1570,59084,1,2020-01-21,1.3887264
17001,37781,1,2020-01-21,1.3887264
35758,36931,1,2020-01-21,1.3887264
47988,30611,1,2020-01-21,1.3887264
51141,24095,1,2020-01-21,-1.3151009
52935,6791,1,2020-01-21,1.3887264
29818,59084,1,2020-01-21,1.3887264
18894,47820,1,2020-01-21,1.3887264
29655,56936,1,2020-01-21,1.3887264
30970,47820,1,2020-01-21,1.3887264
32137,48403,1,2020-01-21,1.3887264
55526,20110,1,2020-01-21,-1.3151009
3870,38102,1,2020-01-21,1.3887264
2456,36931,1,2020-01-21,1.3887264
52189,26207,1,2020-01-21,1.3887264
15488,59084,1,2020-01-21,1.3887264
37692,36931,1,2020-01-21,1.3887264
33791,5554,1,2020-01-21,1.3887264
23251,46667,1,2020-01-21,-1.3151009
19366,30611,1,2020-01-21,-1.3151009
43773,24095,1,2020-01-21,-1.3151009
39267,8385,1,2020-01-21,1.3887264
30187,63793,1,2020-01-21,1.3887264
61299,24095,1,2020-01-21,-1.3151009
36385,3238,1,2020-01-21,-1.3151009
61479,59084,1,2020-01-21,1.3887264
62702,977,1,2020-01-21,-1.3151009
31371,7882,1,2020-01-21,1.3887264
49287,14227,1,2020-01-22,-1.3151009
28660,33597,1,2020-01-22,1.3887264
59236,13439,1,2020-01-22,-1.1351911
9847,31132,1,2020-01-22,-1.3151009
43488,39970,1,2020-01-22,1.3887264
54121,50675,1,2020-01-22,-0.8658294
4583,2785,1,2020-01-22,1.3887264
28936,45954,1,2020-01-22,1.3887264
18306,57394,1,2020-01-22,-1.3151009
61030,31132,1,2020-01-22,-1.3151009
18219,32547,1,2020-01-22,-1.3151009
5285,50675,1,2020-01-22,-0.8658294
29818,50675,1,2020-01-22,-0.8658294
10514,39349,1,2020-01-22,-1.3151009
32915,50675,1,2020-01-22,-0.8658294
39631,8349,1,2020-01-22,-1.3151009
10009,50675,1,2020-01-22,-0.8658294
15488,53125,1,2020-01-22,1.3887264
49009,438,1,2020-01-22,1.3887264
32935,50675,1,2020-01-22,-0.8658294
39267,31132,1,2020-01-22,-1.3151009
29295,53125,1,2020-01-22,1.3887264
40242,50675,1,2020-01-22,-0.8658294
43969,33597,1,2020-01-22,1.3887264
40242,33597,1,2020-01-22,1.3887264
28582,10093,1,2020-01-22,-1.3896518
34850,33597,1,2020-01-22,1.3887264
17096,44244,1,2020-01-23,1.3887264
24128,59273,1,2020-01-23,-1.7974709
8160,44244,1,2020-01-23,1.3887264
60729,24301,1,2020-01-23,1.3887264
45422,9322,1,2020-01-23,1.3887264
14300,28769,1,2020-01-23,1.3887264
56596,50794,1,2020-01-23,1.3887264
52416,44244,1,2020-01-23,1.3887264
22967,2661,1,2020-01-23,1.3887264
18894,9322,1,2020-01-23,1.3887264
12785,4933,1,2020-01-24,-1.9378508
31311,36758,1,2020-01-25,1.3887264
11098,8721,1,2020-01-25,1.3887264
11098,49529,1,2020-01-26,1.3887264
45422,38489,1,2020-01-26,1.3887264
9101,49529,1,2020-01-26,1.3887264
7186,17990,1,2020-01-30,1.3887264
42230,31169,1,2020-02-01,1.3887264
64347,11481,1,2020-02-03,-0.61340237
36252,11481,1,2020-02-03,-0.61340237
16150,27827,1,2020-02-03,1.3887264
9282,48450,1,2020-02-03,-0.9987303
23900,58980,1,2020-02-04,1.3887264
14370,16212,1,2020-02-04,1.3887264
13809,49429,1,2020-02-04,-1.3896518
30863,16212,1,2020-02-04,1.3887264
59164,7882,1,2020-02-05,1.3887264
19738,7882,1,2020-02-05,1.3887264
39372,8052,1,2020-02-06,1.3887264
38514,36424,1,2020-02-06,-1.3151009
48702,13122,1,2020-02-06,1.3887264
36294,47197,1,2020-02-08,1.3887264
17001,47197,1,2020-02-08,1.3887264
42001,47197,1,2020-02-08,1.3887264
32935,11966,1,2020-02-08,1.3887264
31853,14499,1,2020-02-09,1.3887264
40883,41681,1,2020-02-09,1.3887264
49009,14499,1,2020-02-09,1.3887264
61773,18013,1,2020-02-10,1.3887264
29292,55956,1,2020-02-10,1.3887264
37000,4462,1,2020-02-10,-1.2722173
18894,18051,1,2020-02-10,-2.3112953
744,4462,1,2020-02-10,-1.2722173
9224,52033,1,2020-02-11,-1.3151009
46271,54051,1,2020-02-11,1.3887264
29849,19903,1,2020-02-11,1.3887264
60395,24260,1,2020-02-11,-1.3896518
2307,17848,1,2020-02-11,-0.7372473
15032,17848,1,2020-02-11,-0.7372473
15962,13072,1,2020-02-11,1.3887264
17928,17848,1,2020-02-11,-0.7372473
41074,35182,1,2020-02-12,-1.3151009
30970,11333,1,2020-02-12,1.3887264
59164,11333,1,2020-02-12,1.3887264
18894,11333,1,2020-02-12,1.3887264
51559,21702,1,2020-02-13,1.3887264
49814,12589,1,2020-02-13,2.7249951
49399,12589,1,2020-02-13,-1.3151009
23577,21702,1,2020-02-13,1.3887264
56575,21169,1,2020-02-13,-1.3151009
40085,21579,1,2020-02-13,1.3887264
50884,21702,1,2020-02-13,1.3887264
14982,11853,1,2020-02-14,1.3887264
39372,46265,1,2020-02-14,1.3887264
62679,35244,1,2020-02-14,1.3887264
47005,42174,1,2020-02-14,-1.3151009
55151,51157,1,2020-02-14,-0.38109955
45126,42174,1,2020-02-14,-1.3151009
1746,52157,1,2020-02-14,-1.3896518
45080,55544,1,2020-02-15,-2.4020803
14120,7864,1,2020-02-15,1.3887264
15826,11122,1,2020-02-16,1.3887264
36329,58896,1,2020-02-16,-1.2722173
18862,35129,1,2020-02-16,-1.3151009
15874,21619,1,2020-02-17,-1.3151009
22689,8931,1,2020-02-17,1.3887264
54128,8931,1,2020-02-17,1.3887264
18941,41040,1,2020-02-17,-1.3896518
62011,33663,1,2020-02-17,1.3887264
29295,25388,1,2020-02-18,1.3887264
54128,1379,1,2020-02-18,-0.8658294
56467,41960,1,2020-02-18,-1.3151009
9112,38102,1,2020-02-18,1.3887264
60875,54695,1,2020-02-18,1.3887264
36227,8012,1,2020-02-18,1.3887264
8712,58765,1,2020-02-18,1.3887264
7016,41960,1,2020-02-18,-1.3151009
20235,29169,1,2020-02-18,-1.3896518
12785,35665,1,2020-02-18,-1.9378508
32757,51137,1,2020-02-19,1.3887264
16624,52561,1,2020-02-19,1.3887264
39631,59515,1,2020-02-19,1.3887264
14486,14901,1,2020-02-19,1.3887264
19087,63188,1,2020-02-19,-1.2722173
25646,59515,1,2020-02-19,1.3887264
53189,26977,1,2020-02-19,1.3887264
56679,62804,1,2020-02-20,-1.3896518
58687,55265,1,2020-02-20,1.3887264
40511,64413,1,2020-02-20,1.3887264
46595,33446,1,2020-02-20,1.3887264
16907,55310,1,2020-02-20,1.3887264
33037,37672,1,2020-02-20,-0.7372473
57288,33446,1,2020-02-20,1.3887264
53694,33446,1,2020-02-20,1.3887264
18784,11449,1,2020-02-21,1.3887264
62568,3358,1,2020-02-21,-2.0945349
8680,2111,1,2020-02-21,1.3887264
50884,60230,1,2020-02-21,1.3887264
53653,42393,1,2020-02-21,-1.3151009
2662,42393,1,2020-02-21,-1.3151009
2227,64054,1,2020-02-21,1.3887264
29295,61558,1,2020-02-21,1.3887264
6257,44078,1,2020-02-21,1.3887264
19217,11156,1,2020-02-21,1.3887264
4306,36659,1,2020-02-21,1.3887264
16896,3358,1,2020-02-21,-1.3151009
16896,38416,1,2020-02-21,-1.3896518
32979,30268,1,2020-02-21,1.3887264
753,25049,1,2020-02-21,1.3887264
1426,9106,1,2020-02-22,-1.3896518
20794,2646,1,2020-02-24,1.3887264
42684,17600,1,2020-02-24,-1.3151009
30329,62701,1,2020-02-24,-1.3151009
39631,31806,1,2020-02-24,1.3887264
18894,64205,1,2020-02-24,1.3887264
59164,28119,1,2020-02-24,1.3887264
41077,56747,1,2020-02-24,-1.3151009
37489,8078,1,2020-02-24,1.3887264
29295,20363,1,2020-02-24,1.3887264
39236,21683,1,2020-02-24,-1.3151009
64366,6993,1,2020-02-24,1.3887264
59164,64205,1,2020-02-24,1.3887264
61845,21192,1,2020-02-24,-1.1351911
54128,61676,1,2020-02-24,-1.1351911
43725,739,1,2020-02-24,-1.3896518
53694,3910,1,2020-02-24,1.3887264
45422,64205,1,2020-02-24,1.3887264
19451,21683,1,2020-02-24,-1.3151009
53694,62448,1,2020-02-24,1.3887264
39372,3910,1,2020-02-24,1.3887264
63811,45583,1,2020-02-24,1.3887264
30970,64205,1,2020-02-24,1.3887264
30021,8078,1,2020-02-24,1.3887264
53443,5997,1,2020-02-24,-1.3896518
37941,51525,1,2020-02-24,1.3887264
16624,41342,1,2020-02-24,1.3887264
40883,30571,1,2020-02-24,-1.2722173
15826,12903,1,2020-02-24,1.3887264
49009,52096,1,2020-02-24,1.3887264
28147,20254,1,2020-02-25,-0.9987303
9224,31806,1,2020-02-25,1.3887264
36227,36016,1,2020-02-25,1.3887264
17227,49033,1,2020-02-25,1.3887264
39236,20254,1,2020-02-25,-0.9987303
29295,20738,1,2020-02-25,1.3887264
37489,33500,1,2020-02-25,-0.8658294
13907,22680,1,2020-02-25,1.3887264
30735,12314,1,2020-02-25,1.3887264
34831,34858,1,2020-02-25,1.3887264
20623,33500,1,2020-02-25,-0.8658294
44859,32054,1,2020-02-25,-1.3896518
61845,18080,1,2020-02-25,1.3887264
19451,20254,1,2020-02-25,-0.9987303
170,41173,1,2020-02-26,1.3887264
62011,5025,1,2020-02-26,-0.9987303
48071,21491,1,2020-02-26,4.3972716
21422,18437,1,2020-02-26,-1.6537907
45035,45227,1,2020-02-26,-1.9177332
33725,59964,1,2020-02-26,1.3887264
56460,18437,1,2020-02-26,-1.6537907
35749,45011,1,2020-02-26,-1.3151009
25646,28840,1,2020-02-26,1.3887264
36227,57234,1,2020-02-26,1.3887264
13919,1398,1,2020-02-26,1.3887264
9474,62145,1,2020-02-26,1.3887264
16095,45011,1,2020-02-26,-1.3151009
14574,24855,1,2020-02-26,1.3887264
4011,42611,1,2020-02-26,1.3887264
15826,11665,1,2020-02-26,1.3887264
30021,5025,1,2020-02-26,-0.9987303
43773,56827,1,2020-02-26,1.3887264
7169,33062,1,2020-02-26,1.3887264
16313,59964,1,2020-02-26,1.3887264
47315,45685,1,2020-02-26,1.3887264
60308,45685,1,2020-02-26,1.3887264
29292,1398,1,2020-02-26,1.3887264
29292,45011,1,2020-02-26,-1.3151009
20623,29977,1,2020-02-26,-1.3151009
36924,24855,1,2020-02-26,1.3887264
23900,24101,1,2020-02-26,1.3887264
36025,40298,1,2020-02-26,1.3887264
13907,15748,1,2020-02-26,-1.3151009
29818,45685,1,2020-02-26,1.3887264
29818,21491,1,2020-02-26,-0.8658294
38792,28441,1,2020-02-27,1.3887264
15826,49414,1,2020-02-27,1.3887264
23577,49004,1,2020-02-27,-1.3151009
40649,8536,1,2020-02-27,3.2924552
44650,42436,1,2020-02-27,-0.27304098
5611,28164,1,2020-02-27,-1.3151009
61479,9384,1,2020-02-27,1.3887264
6999,57143,1,2020-02-27,-1.3151009
39591,57143,1,2020-02-27,-1.3151009
34652,20212,1,2020-02-28,-1.3151009
20652,15227,1,2020-02-28,-0.4946078
40797,26402,1,2020-02-28,-1.3151009
32132,27269,1,2020-02-28,1.3887264
29295,18412,1,2020-02-28,1.3887264
1816,15227,1,2020-02-28,-0.4946078
45909,15227,1,2020-02-28,-0.4946078
18894,238,1,2020-02-28,1.3887264
55169,51673,1,2020-02-28,-1.1351911
23879,56287,1,2020-02-28,-1.3896518
