src_ind,dst_ind,label,date,prediction
1104,3802,0,,-1.3896518
1104,48514,0,,-0.9987303
1104,21551,0,,-1.3151009
1104,54143,0,,-1.1351911
1104,63954,0,,-1.3151009
1104,9839,0,,-1.3151009
1104,60406,0,,-1.3151009
1104,20045,0,,-1.3151009
1104,6326,0,,-1.2722173
1104,54072,0,,-1.3896518
1104,57367,0,,-1.3151009
1104,60867,0,,-1.1351911
1104,21498,0,,1.3887264
25688,21859,0,,-1.3896518
25688,2176,0,,-1.2722173
25688,13327,0,,-1.3151009
25688,58497,0,,-1.3896518
25688,61371,0,,1.3887264
25688,8328,0,,-1.3151009
25688,8844,0,,-1.3151009
25688,4667,0,,-1.3151009
25688,13859,0,,-1.9378508
25688,11140,0,,-1.3896518
25688,29013,0,,-1.3151009
25688,21951,0,,-1.3151009
25688,61732,0,,-1.3896518
25688,38353,0,,1.3887264
25688,33746,0,,-1.3151009
25688,38069,0,,-1.3896518
25688,926,0,,-0.8658294
25688,26502,0,,1.3887264
25688,8318,0,,-1.3151009
25688,27314,0,,-1.2722173
25688,42132,0,,-1.3151009
25688,35851,0,,-1.3151009
25688,10479,0,,-1.3151009
25688,35325,0,,-1.3896518
25688,49087,0,,-1.3151009
25688,44490,0,,-1.2722173
25688,25127,0,,-0.7372473
25688,43471,0,,-1.3896518
25688,24722,0,,1.3887264
25688,56771,0,,-1.2722173
25688,56959,0,,-0.8658294
25688,4789,0,,-1.2722173
25688,9976,0,,-1.3896518
25688,13741,0,,-1.3896518
25688,39366,0,,-1.3151009
25688,19601,0,,-1.3151009
25688,56529,0,,-1.3151009
25688,23958,0,,-1.3151009
25688,12761,0,,1.3887264
25688,43388,0,,-1.3151009
25688,46948,0,,-0.27304098
25688,2463,0,,-1.2722173
25688,13539,0,,-1.3151009
25688,2336,0,,1.3887264
25688,34742,0,,-1.3151009
25688,47240,0,,-1.3151009
25688,28817,0,,-1.3151009
25688,41454,0,,-1.3151009
25688,51796,0,,-1.3151009
25688,25600,0,,-1.3151009
25688,31166,0,,-1.3151009
25688,40314,0,,-1.3151009
25688,16454,0,,-1.3151009
25688,24562,0,,-1.3151009
25688,52605,0,,-1.3896518
25688,52347,0,,-0.9987303
25688,58247,0,,-1.3151009
25688,11469,0,,1.3887264
25688,9673,0,,-1.3151009
25688,55039,0,,1.3887264
25688,1303,0,,-1.3151009
25688,43694,0,,-1.3151009
25688,2756,0,,-2.6076553
25688,1402,0,,-1.3151009
25688,9011,0,,-1.1351911
25688,38379,0,,-1.2722173
25688,1524,0,,-1.3151009
25688,44498,0,,-1.2722173
25688,27464,0,,1.3887264
25688,47267,0,,-1.3151009
25688,63022,0,,-1.1351911
25688,48536,0,,-0.9987303
25688,32735,0,,-1.3896518
25688,2087,0,,-1.3151009
25688,38806,0,,-1.2722173
25688,20312,0,,1.3887264
25688,2388,0,,-1.2722173
25688,3523,0,,-1.1351911
25688,51804,0,,-1.2722173
25688,13762,0,,-1.2722173
25688,16069,0,,-0.8658294
25688,45560,0,,-1.3151009
25688,5334,0,,1.3887264
25688,39879,0,,-1.3151009
25688,56940,0,,-1.3151009
25688,49875,0,,-1.3896518
25688,6746,0,,-1.3151009
25688,36170,0,,1.3887264
25688,43670,0,,-1.3151009
25688,16863,0,,1.3887264
25688,45188,0,,-1.3151009
25688,47697,0,,-1.3151009
25688,41146,0,,-1.3151009
25688,24518,0,,-1.3151009
25688,26668,0,,-0.9987303
25688,47273,0,,1.3887264
25688,14842,0,,-1.5107938
25688,15941,0,,1.3887264
25688,21569,0,,-1.3151009
25695,30327,0,,-1.3151009
25695,33742,0,,-1.3151009
25695,8646,0,,-1.3151009
25695,25530,0,,-1.3151009
25695,11499,0,,-1.2722173
25695,36552,0,,-1.3151009
25695,60263,0,,-1.3151009
25695,14340,0,,-1.3151009
25695,46401,0,,-1.2722173
25695,50229,0,,-1.1351911
25695,39288,0,,-1.3896518
25695,11467,0,,-1.2722173
25695,34735,0,,-1.3151009
25695,7373,0,,-1.3896518
25695,58794,0,,-1.3151009
25695,63885,0,,-1.3151009
25695,38886,0,,-1.3151009
25695,20117,0,,-1.3896518
25695,35570,0,,1.3887264
25695,21683,0,,-1.3151009
25695,26321,0,,-1.3896518
25695,60046,0,,-1.3896518
25695,25067,0,,-1.3896518
25695,2957,0,,-1.3151009
25695,43085,0,,-1.3151009
25695,3707,0,,-0.9987303
25695,19986,0,,-1.3896518
25695,41653,0,,-1.3896518
25695,53894,0,,-1.9378508
25695,58509,0,,-1.3151009
25695,50420,0,,-1.3151009
25695,41146,0,,-1.3151009
25695,45788,0,,-1.3151009
25695,57664,0,,-1.3896518
25695,50977,0,,-1.3151009
25695,2381,0,,-1.3151009
25695,16759,0,,-1.3151009
25695,54702,0,,-1.3151009
25695,57533,0,,1.3887264
25695,32850,0,,-1.3896518
25695,8846,0,,-0.4946078
25695,24178,0,,1.3887264
25695,49420,0,,-1.3151009
25695,64280,0,,-1.3151009
25695,8022,0,,-0.69245744
25695,5575,0,,-1.3896518
25695,30121,0,,-1.3151009
25695,38557,0,,-1.3151009
25695,48998,0,,-1.2722173
25695,20625,0,,1.3887264
25695,13543,0,,-1.3151009
25695,15345,0,,-1.3151009
25695,11000,0,,-1.3151009
25695,45018,0,,-1.9378508
25695,60887,0,,-1.3151009
25695,20757,0,,-1.3151009
25695,53870,0,,-1.3151009
25695,26360,0,,-0.61340237
25695,43905,0,,-1.3151009
25695,19573,0,,-1.3151009
25695,55280,0,,1.3887264
25695,55826,0,,-0.9987303
25695,47852,0,,-1.3151009
25695,22292,0,,-1.3151009
25695,6567,0,,1.3887264
25695,421,0,,-1.3151009
25695,12360,0,,-1.3151009
25695,11808,0,,-1.3151009
25695,47237,0,,-1.3151009
25695,58260,0,,-1.3896518
25695,2230,0,,-1.2488858
25695,59909,0,,-1.3896518
25695,30111,0,,1.3887264
25695,2061,0,,-1.3151009
25695,4657,0,,-1.3151009
25695,28950,0,,-0.9987303
25695,50937,0,,-1.3151009
25695,34098,0,,1.3887264
25695,32754,0,,-1.3151009
25695,42164,0,,-1.3151009
25695,722,0,,-1.3151009
25695,8934,0,,-1.3151009
25695,38764,0,,-0.8658294
25695,18927,0,,-1.3896518
25695,20599,0,,-1.2722173
25695,23222,0,,-1.3896518
25695,61095,0,,-1.3151009
25695,54191,0,,-1.3151009
25695,16490,0,,-1.3896518
25695,19533,0,,-1.1351911
25695,24703,0,,-1.3151009
25695,47496,0,,-1.3896518
25695,2829,0,,-1.2722173
25695,17425,0,,-1.3151009
25695,64332,0,,-1.3151009
25695,46800,0,,1.3887264
25695,28554,0,,-1.3151009
25695,63224,0,,-1.3151009
25695,378,0,,1.3887264
25701,61941,0,,-1.2722173
25701,57580,0,,-0.38109955
25701,40081,0,,-1.3151009
25701,47559,0,,-0.38109955
25701,34184,0,,-1.3151009
25701,21720,0,,-1.2722173
25701,51486,0,,-1.1351911
25701,28883,0,,-1.3151009
25701,14272,0,,-1.3896518
25701,32131,0,,-1.3151009
25701,50160,0,,-1.3151009
25701,31837,0,,-1.3151009
25701,15110,0,,-1.2722173
25701,32877,0,,-0.9987303
25701,32868,0,,-1.3151009
25701,39125,0,,-1.3151009
25701,56429,0,,1.3887264
25701,47247,0,,-1.3151009
25701,43538,0,,-1.2722173
25701,33019,0,,-1.2722173
25701,24451,0,,-1.2722173
25701,1373,0,,1.3887264
25701,26386,0,,-1.3151009
25701,5806,0,,-1.3151009
25701,26620,0,,-1.3896518
25701,51103,0,,-1.3151009
25701,55049,0,,-1.3151009
25701,40532,0,,-1.3151009
25701,61693,0,,-1.3151009
25701,52139,0,,-1.3151009
25701,12653,0,,-1.3151009
25701,20277,0,,-1.3151009
25701,2004,0,,-1.3151009
25701,36728,0,,-1.3151009
25701,53364,0,,-1.2722173
25701,11906,0,,-1.3896518
25701,47960,0,,-1.3151009
25701,555,0,,-1.7974709
25701,13843,0,,-1.3151009
25701,11361,0,,-1.2722173
25701,43985,0,,-1.3896518
25701,46448,0,,-1.3151009
25701,16778,0,,-1.3151009
25701,26916,0,,-1.3151009
25701,38421,0,,-1.3151009
25701,16066,0,,1.3887264
25701,7319,0,,-1.3151009
25701,57768,0,,-1.3151009
25701,3247,0,,-1.3151009
25701,34639,0,,-1.3151009
25701,11702,0,,-1.3151009
25701,59721,0,,1.3887264
25701,28063,0,,-1.7974709
25701,30694,0,,-1.3151009
25701,37092,0,,-1.2722173
25701,40766,0,,-1.3151009
25701,54604,0,,-1.1351911
25701,10887,0,,-1.3151009
25701,26925,0,,-1.3896518
25701,64068,0,,-1.3896518
25701,8589,0,,-1.3151009
25701,52386,0,,-1.9378508
25701,62791,0,,1.3887264
25701,5174,0,,-1.3151009
25701,45152,0,,-1.3151009
25701,21027,0,,1.3887264
25701,3406,0,,-1.3151009
25701,22797,0,,-1.3151009
25701,57972,0,,-1.3896518
25701,44742,0,,-1.3151009
25701,54750,0,,1.3887264
25701,31357,0,,-1.3896518
25701,2664,0,,-1.3151009
25701,23179,0,,-1.3151009
25701,9636,0,,-0.61340237
25701,47183,0,,-1.3896518
25701,22192,0,,-1.3896518
25701,32864,0,,-1.3151009
25701,23969,0,,-1.3151009
25701,63923,0,,-1.3151009
25701,15897,0,,-1.3151009
25701,20978,0,,-1.3151009
25701,11109,0,,-1.3151009
25701,5511,0,,-1.3896518
25701,1212,0,,-1.3151009
25701,44444,0,,-1.3151009
25701,30567,0,,-1.3151009
25701,33870,0,,-1.2722173
25701,62244,0,,1.3887264
25701,62214,0,,-1.9378508
25701,18719,0,,-1.3896518
25701,47628,0,,-0.9987303
25701,25971,0,,-1.3151009
25701,11034,0,,-1.3151009
25701,58441,0,,-1.3151009
25701,32926,0,,-1.7974709
25701,17735,0,,1.3887264
25701,29204,0,,-1.3151009
25701,3436,0,,-1.1351911
9328,61889,0,,-1.3896518
9328,58004,0,,-1.3151009
9328,29190,0,,-1.3151009
9328,25761,0,,-1.3151009
9328,55692,0,,-1.3151009
9328,56470,0,,1.3887264
9328,15414,0,,-1.3896518
9328,35048,0,,-1.3151009
9328,10531,0,,-1.3151009
9328,15564,0,,-1.3151009
9328,56555,0,,1.3887264
9328,1961,0,,1.3887264
9328,16363,0,,-1.3151009
9328,3243,0,,-3.1163654
9328,26459,0,,-1.3151009
9328,51261,0,,-1.3151009
9328,1524,0,,-1.3151009
9328,20113,0,,1.3887264
9328,37178,0,,-1.3151009
9328,57495,0,,-1.1351911
9328,12680,0,,1.3887264
9328,30383,0,,-1.2722173
9328,9373,0,,-1.3151009
9328,36341,0,,-1.3896518
9328,37103,0,,-1.3151009
9328,2267,0,,-1.3151009
9328,59735,0,,-1.2722173
9328,42156,0,,-1.3151009
9328,19752,0,,-1.3896518
9328,50850,0,,-1.3151009
9328,29788,0,,-1.3151009
9328,19008,0,,1.3887264
9328,25614,0,,-1.2722173
9328,49792,0,,1.3887264
9328,14806,0,,-1.2722173
9328,14769,0,,-1.3896518
9328,30699,0,,-1.1351911
9328,29579,0,,-1.3896518
9328,26170,0,,-1.9378508
9328,2264,0,,1.3887264
9328,33629,0,,-1.2722173
9328,50231,0,,-1.3151009
9328,9159,0,,-1.3151009
9328,62870,0,,-0.9987303
9328,10825,0,,1.3887264
9328,32185,0,,1.3887264
9328,8320,0,,1.3887264
9328,10398,0,,-1.3151009
9328,33914,0,,-1.3151009
9328,24724,0,,-1.3151009
9328,42594,0,,-1.3151009
9328,62819,0,,1.3887264
9328,23139,0,,-1.3151009
9328,47851,0,,-1.3151009
9328,31490,0,,-1.3151009
9328,43808,0,,-1.3151009
9328,15275,0,,-1.1351911
9328,62254,0,,-1.3151009
9328,31155,0,,-1.3151009
9328,50855,0,,-1.3896518
9328,2128,0,,-1.3151009
9328,40674,0,,-1.3151009
9328,31715,0,,-1.3151009
9328,10057,0,,-1.7974709
9328,9725,0,,-1.2722173
9328,20817,0,,-1.3151009
9328,45336,0,,-1.2722173
9328,19582,0,,-1.3151009
9328,62399,0,,-1.3151009
9328,44146,0,,1.3887264
9328,24350,0,,-1.3151009
9328,34622,0,,-1.3151009
9328,42817,0,,-1.2722173
9328,40475,0,,-1.3151009
9328,14106,0,,-1.3151009
9328,28031,0,,1.3887264
9328,13700,0,,-1.1351911
9328,49673,0,,-0.9987303
9328,42626,0,,-1.3151009
9328,72,0,,1.3887264
9328,57228,0,,-1.3151009
9328,7445,0,,-1.1351911
9328,22698,0,,-1.3151009
9328,37928,0,,1.3887264
9328,31525,0,,1.3887264
9328,11636,0,,-1.3151009
9328,41696,0,,-0.708046
9328,54576,0,,-1.3896518
9328,40810,0,,-1.3151009
9328,48155,0,,-1.3896518
9328,1521,0,,-1.3151009
9328,12375,0,,-1.3151009
9328,41214,0,,-1.1351911
9328,30094,0,,-1.3151009
9328,10888,0,,-1.1351911
9328,40786,0,,-1.3151009
9328,29724,0,,-1.3151009
9328,54053,0,,1.3887264
9328,12431,0,,1.3887264
50310,22856,0,,-1.3151009
50310,21300,0,,-1.1351911
50310,35349,0,,-0.8658294
50310,22597,0,,-1.3151009
50310,41884,0,,-1.3151009
50310,57567,0,,1.3887264
50310,12477,0,,-1.5107938
50310,36632,0,,-1.3896518
50310,15126,0,,-1.3896518
50310,52931,0,,-1.3151009
50310,314,0,,-1.3151009
50310,29335,0,,1.3887264
50310,35565,0,,-1.3151009
50310,13110,0,,-1.3151009
50310,3050,0,,1.3887264
50310,18498,0,,-1.3896518
50310,40974,0,,-0.9987303
50310,12588,0,,-1.2937051
50310,44940,0,,-1.3151009
50310,35426,0,,-1.3151009
50310,64370,0,,1.3887264
50310,6902,0,,-1.3151009
50310,52067,0,,-1.3151009
50310,53396,0,,-1.3151009
50310,20692,0,,-1.3896518
50310,15167,0,,-1.3151009
50310,21951,0,,-1.3151009
50310,49429,0,,-1.3896518
50310,47198,0,,-1.9378508
50310,43212,0,,-1.3151009
50310,47506,0,,-1.3151009
50310,11745,0,,-1.3151009
50310,53463,0,,-1.3151009
50310,18832,0,,-1.3896518
50310,32642,0,,-2.1880448
50310,25284,0,,-1.3151009
50310,44177,0,,-1.3151009
50310,58767,0,,-1.5107938
50310,58964,0,,-1.2722173
50310,7597,0,,-1.3151009
50310,43157,0,,-1.3151009
50310,38544,0,,1.3887264
50310,21287,0,,-1.3151009
50310,30424,0,,-1.3151009
50310,20941,0,,-1.3896518
50310,40790,0,,-1.3896518
50310,51300,0,,-1.2722173
50310,10496,0,,-1.7974709
50310,44474,0,,1.3887264
50310,40745,0,,-1.1351911
50310,24568,0,,-1.2722173
50310,12137,0,,-1.3896518
50310,25396,0,,-1.3896518
50310,26576,0,,-1.3896518
50310,14874,0,,-0.7692068
50310,5948,0,,-1.2722173
50310,22738,0,,-1.3151009
50310,58726,0,,-1.3151009
50310,7675,0,,1.3887264
50310,10695,0,,1.3887264
50310,35934,0,,-1.3151009
50310,5140,0,,-1.3151009
50310,60990,0,,-0.61340237
50310,53497,0,,-1.2722173
50310,34287,0,,-1.3151009
50310,6740,0,,-1.3151009
50310,58239,0,,1.3887264
50310,11454,0,,-1.3151009
50310,28636,0,,-1.3151009
50310,56480,0,,-1.3151009
50310,2950,0,,1.3887264
50310,9586,0,,1.3887264
50310,22676,0,,-1.1351911
50310,5414,0,,-1.3151009
50310,4381,0,,-1.3151009
50310,20420,0,,-1.3151009
50310,29598,0,,-1.3151009
50310,60058,0,,-1.3151009
50310,55471,0,,-1.3151009
50310,36646,0,,-1.3896518
50310,48190,0,,-1.3151009
50310,7157,0,,-1.3151009
50310,10743,0,,-1.3151009
50310,23307,0,,-1.3151009
50310,42004,0,,-1.3151009
50310,20640,0,,-1.3896518
50310,33034,0,,-1.3896518
50310,34229,0,,-1.3896518
50310,27944,0,,-1.3151009
50310,50014,0,,-1.3896518
50310,20602,0,,-0.7372473
50310,48239,0,,1.3887264
50310,41024,0,,-1.3151009
50310,14224,0,,1.3887264
50310,59315,0,,-1.3336029
50310,34518,0,,1.3887264
50310,13882,0,,-1.3151009
50310,4528,0,,-1.9378508
50310,30328,0,,-1.3896518
33927,46340,0,,-1.3151009
33927,37097,0,,-1.3151009
33927,23469,0,,-1.3151009
33927,60560,0,,-1.3151009
33927,1367,0,,-1.3151009
33927,40670,0,,-2.4539616
33927,9460,0,,-1.3151009
33927,1694,0,,-1.3151009
33927,24445,0,,-1.1351911
33927,15474,0,,1.3887264
33927,57343,0,,1.3887264
33927,51420,0,,-1.3151009
33927,60675,0,,-1.3151009
33927,23431,0,,-1.3896518
33927,3691,0,,-1.3151009
33927,37287,0,,-1.3151009
33927,32037,0,,-1.3151009
33927,52274,0,,-1.3151009
33927,44350,0,,1.3887264
33927,14268,0,,-1.3151009
33927,6150,0,,-1.3151009
33927,53760,0,,-1.2722173
33927,20850,0,,-1.3896518
33927,31956,0,,-1.3896518
33927,59748,0,,-1.3151009
33927,24083,0,,-1.3151009
33927,43423,0,,-1.2722173
33927,48776,0,,-1.3151009
33927,52664,0,,-1.3151009
33927,54989,0,,-1.7974709
33927,19660,0,,-1.3151009
33927,19717,0,,1.3887264
33927,59743,0,,-1.3151009
33927,13635,0,,-1.3151009
33927,20491,0,,-1.3151009
33927,9360,0,,-1.3896518
33927,8132,0,,-1.3151009
33927,56763,0,,-1.2722173
33927,60279,0,,-1.3151009
33927,52486,0,,-1.3151009
33927,6969,0,,-1.3151009
33927,9441,0,,1.3887264
33927,31468,0,,-1.3151009
33927,51832,0,,-1.3151009
33927,14089,0,,-1.3896518
33927,10702,0,,-1.3694435
33927,44160,0,,-1.1351911
33927,24850,0,,-1.3896518
33927,16054,0,,-1.3151009
33927,35016,0,,-1.3151009
33927,46603,0,,-1.3896518
33927,3691,0,,-1.3151009
33927,7506,0,,-1.3151009
33927,9716,0,,-1.3896518
33927,57692,0,,-1.1351911
33927,8040,0,,1.3887264
33927,4677,0,,-1.1351911
33927,46012,0,,-1.3896518
33927,45751,0,,-1.3151009
33927,9547,0,,-1.3151009
33927,61649,0,,-1.3151009
33927,15681,0,,-1.3151009
33927,3171,0,,-1.1351911
33927,28169,0,,-1.3896518
33927,8951,0,,-1.3151009
33927,49168,0,,-1.3151009
33927,52631,0,,-1.3896518
33927,14462,0,,-1.3896518
33927,58167,0,,-1.2722173
33927,36796,0,,-1.3151009
33927,2610,0,,1.3887264
33927,11668,0,,-1.3151009
33927,7623,0,,-1.3151009
33927,47299,0,,-1.3896518
33927,84,0,,1.3887264
33927,24877,0,,-1.3896518
33927,11574,0,,1.3887264
33927,12118,0,,-1.3151009
33927,61902,0,,-1.1351911
33927,51769,0,,-1.3151009
33927,33059,0,,-1.3151009
33927,10226,0,,-1.2722173
33927,23381,0,,-1.2722173
33927,52049,0,,-1.3151009
33927,59344,0,,-1.9378508
33927,24596,0,,-1.3151009
33927,63217,0,,-1.3151009
33927,28816,0,,-1.3151009
33927,2943,0,,-1.3151009
33927,55942,0,,-1.3151009
33927,27758,0,,-1.1351911
33927,33506,0,,-1.3151009
33927,9957,0,,-1.3151009
33927,53069,0,,-1.3151009
33927,60127,0,,-1.3896518
33927,31413,0,,-0.7372473
33927,54656,0,,-1.3151009
33927,54702,0,,-1.3151009
33927,1854,0,,-1.3151009
42125,23544,0,,-1.3896518
42125,21067,0,,-1.3151009
42125,35917,0,,-1.3151009
42125,35354,0,,-1.3151009
42125,41534,0,,-1.3896518
42125,57337,0,,1.3887264
42125,40484,0,,-1.3151009
42125,5876,0,,-1.9378508
42125,63821,0,,-1.1351911
42125,49023,0,,-1.3151009
42125,27906,0,,-1.3151009
42125,10052,0,,1.3887264
42125,5703,0,,1.3887264
42125,44648,0,,-1.3151009
42125,5665,0,,-1.2722173
42125,7474,0,,-1.3151009
42125,41170,0,,-1.7974709
42125,61093,0,,1.3887264
42125,64056,0,,-1.3151009
42125,55601,0,,-1.3151009
42125,46516,0,,-1.3896518
42125,23531,0,,-1.3151009
42125,42811,0,,1.3887264
42125,36890,0,,1.3887264
42125,6770,0,,-1.3151009
42125,41648,0,,-1.3151009
42125,36345,0,,-1.1351911
42125,23968,0,,-1.3151009
42125,21938,0,,-1.3151009
42125,54848,0,,-1.3151009
42125,3471,0,,-1.3896518
42125,8457,0,,-1.3151009
42125,48923,0,,-1.3151009
42125,7298,0,,-1.3151009
42125,27448,0,,-1.3151009
42125,30947,0,,1.3887264
42125,22054,0,,-1.3151009
42125,25613,0,,-1.3151009
42125,10123,0,,-1.3151009
42125,45536,0,,-1.3151009
42125,6540,0,,-1.3151009
42125,57242,0,,-1.3151009
42125,1541,0,,-1.3151009
42125,14026,0,,-1.3896518
42125,48916,0,,-1.2722173
42125,27318,0,,-1.3896518
42125,15853,0,,-1.3151009
42125,27482,0,,1.3887264
42125,23165,0,,-1.3896518
42125,51873,0,,-1.3896518
42125,58472,0,,-1.9378508
42125,55033,0,,-2.057398
42125,12016,0,,-1.3151009
42125,12551,0,,-1.3151009
42125,41,0,,-1.1351911
42125,21693,0,,-1.3151009
42125,8741,0,,1.3887264
42125,17779,0,,-1.3151009
42125,61344,0,,1.3887264
42125,10247,0,,-1.9378508
42125,25509,0,,-0.9987303
42125,41698,0,,-1.3151009
42125,7876,0,,-1.3151009
42125,64373,0,,-1.1351911
42125,48026,0,,-1.2722173
42125,14263,0,,-1.3896518
42125,3078,0,,-1.3151009
42125,14212,0,,1.3887264
42125,4813,0,,1.3887264
42125,3752,0,,-1.3896518
42125,62118,0,,-1.3151009
42125,57337,0,,1.3887264
42125,37218,0,,-1.3151009
42125,34761,0,,-1.3151009
42125,44328,0,,-1.2722173
42125,902,0,,-1.3151009
42125,33920,0,,-1.3151009
42125,3720,0,,-1.1351911
42125,55088,0,,-1.3151009
42125,31362,0,,-1.3151009
42125,23361,0,,-1.3151009
42125,3594,0,,-1.3151009
42125,34693,0,,-1.3151009
42125,24804,0,,-1.3896518
42125,11472,0,,-1.2722173
42125,59484,0,,1.3887264
42125,59316,0,,-1.3896518
42125,26557,0,,-2.4700444
42125,20480,0,,-1.3151009
42125,26171,0,,1.3887264
42125,6153,0,,-1.3151009
42125,12129,0,,-1.3151009
42125,22243,0,,-1.3896518
42125,55688,0,,-1.3896518
42125,21475,0,,-1.3151009
42125,14943,0,,-2.091951
42125,36240,0,,-0.7372473
42125,8581,0,,-1.3151009
42125,51551,0,,-1.3151009
50325,60703,0,,-1.3151009
50325,26731,0,,-1.3151009
50325,53735,0,,-1.3151009
50325,57827,0,,-1.3151009
50325,24275,0,,-1.3896518
50325,12462,0,,-1.1351911
50325,28441,0,,1.3887264
50325,2213,0,,-1.3151009
50325,19843,0,,-1.3896518
50325,53113,0,,-1.3151009
50325,61911,0,,-1.3151009
50325,56664,0,,-1.3896518
50325,16363,0,,-1.3151009
50325,50363,0,,-1.3151009
50325,16138,0,,-1.9378508
50325,8868,0,,-1.3151009
50325,45766,0,,-1.3151009
50325,46910,0,,-1.2722173
50325,19020,0,,-1.3151009
50325,269,0,,-1.3151009
50325,41570,0,,-1.3151009
50325,38264,0,,-1.3151009
50325,18144,0,,-0.9987303
50325,30224,0,,-1.3151009
50325,6963,0,,-1.6537907
50325,1000,0,,-1.3896518
50325,63516,0,,-1.3896518
50325,35212,0,,-1.3151009
50325,14686,0,,-1.1351911
50325,9880,0,,-1.3151009
50325,59423,0,,-1.3896518
50325,2475,0,,-1.3151009
50325,28887,0,,-1.3151009
50325,39793,0,,-1.3151009
50325,21696,0,,-1.3151009
50325,22719,0,,-1.3151009
50325,9907,0,,-1.3151009
50325,14014,0,,-1.3151009
50325,329,0,,-1.2722173
50325,19130,0,,-1.3151009
50325,36710,0,,-1.1351911
50325,39951,0,,-1.3896518
50325,62541,0,,-1.3151009
50325,30981,0,,-1.3151009
50325,64206,0,,-1.3896518
50325,54584,0,,-1.3896518
50325,20250,0,,-1.3151009
50325,23143,0,,-1.3151009
50325,10440,0,,-1.9378508
50325,63701,0,,-1.3151009
50325,43375,0,,-1.9378508
50325,54477,0,,-1.3151009
50325,43005,0,,-1.3151009
50325,45297,0,,-1.3151009
50325,26581,0,,-1.3151009
50325,30779,0,,-1.3151009
50325,32574,0,,-1.3151009
50325,29393,0,,1.3887264
50325,36303,0,,-1.3151009
50325,34745,0,,1.3887264
50325,31991,0,,-1.3151009
50325,11451,0,,-1.3151009
50325,43254,0,,-1.1351911
50325,51600,0,,-1.2937051
50325,62214,0,,-1.9378508
50325,10817,0,,-1.1351911
50325,39540,0,,-1.3896518
50325,14826,0,,1.3887264
50325,64213,0,,-1.3151009
50325,34712,0,,-1.3151009
50325,25336,0,,-1.3151009
50325,14795,0,,1.3887264
50325,56267,0,,-1.3896518
50325,44538,0,,-1.3151009
50325,51532,0,,-1.3151009
50325,1686,0,,-1.3896518
50325,20148,0,,-1.3151009
50325,51492,0,,1.3887264
50325,3162,0,,-1.3151009
50325,58611,0,,-1.3896518
50325,31522,0,,1.3887264
50325,6015,0,,-1.3151009
50325,20793,0,,-1.3151009
50325,31062,0,,1.3887264
50325,5259,0,,-1.3151009
50325,49194,0,,-1.3151009
50325,7453,0,,-1.3151009
50325,61712,0,,1.3887264
50325,23523,0,,-1.3896518
50325,35477,0,,-1.3896518
50325,13337,0,,-1.3151009
50325,47413,0,,-1.3896518
50325,7670,0,,-0.9987303
50325,21401,0,,-1.3151009
50325,51426,0,,-1.3151009
50325,54407,0,,1.3887264
50325,4519,0,,1.3887264
50325,34171,0,,-1.3896518
50325,41202,0,,-1.3896518
58526,10061,0,,-1.3151009
58526,62497,0,,-1.9378508
58526,44394,0,,-1.7974709
58526,8428,0,,-1.3896518
58526,6144,0,,-1.3896518
58526,24645,0,,-1.9378508
58526,8811,0,,-1.9378508
58526,32707,0,,-1.3896518
58526,13244,0,,-1.3896518
58526,49627,0,,-1.3151009
58526,61134,0,,1.3887264
58526,31435,0,,-1.9378508
58526,55348,0,,-1.3151009
58526,47715,0,,-1.2722173
58526,19344,0,,-1.3896518
58526,53968,0,,-1.3151009
58526,63553,0,,-1.3896518
58526,10363,0,,-1.3151009
58526,44167,0,,-1.2722173
58526,58185,0,,-1.3151009
58526,24705,0,,-1.3151009
58526,56480,0,,-1.3151009
58526,28090,0,,-1.3151009
58526,33537,0,,-1.3151009
58526,8155,0,,-1.3151009
58526,21652,0,,-0.9987303
58526,27543,0,,-1.3151009
58526,30605,0,,-1.3151009
58526,3488,0,,-1.3151009
58526,20395,0,,-1.3151009
58526,1792,0,,1.3887264
58526,40387,0,,-1.3151009
58526,50437,0,,-1.2722173
58526,4299,0,,-1.3151009
58526,60985,0,,-1.3896518
58526,35697,0,,-1.2722173
58526,44556,0,,-1.3151009
58526,4863,0,,-1.3151009
58526,62265,0,,-1.3151009
58526,41154,0,,-1.3896518
58526,900,0,,1.3887264
58526,38583,0,,-1.3151009
58526,60025,0,,-1.3896518
58526,1834,0,,-1.3151009
58526,16646,0,,-1.3151009
58526,21421,0,,-1.3896518
58526,62135,0,,-1.3151009
58526,16586,0,,1.3887264
58526,25497,0,,-1.3151009
58526,57365,0,,-1.3151009
58526,33133,0,,-1.3151009
58526,10019,0,,-1.9378508
58526,5318,0,,-1.3151009
58526,1676,0,,-1.3151009
58526,49652,0,,-1.3151009
58526,48369,0,,-1.3151009
58526,53101,0,,-1.3151009
58526,13337,0,,-1.3151009
58526,58892,0,,-1.3694435
58526,50434,0,,-1.2722173
58526,6189,0,,-1.3151009
58526,7080,0,,-1.3896518
58526,56794,0,,-1.3151009
58526,3689,0,,-1.9378508
58526,46293,0,,1.3887264
58526,20134,0,,-1.3896518
58526,21336,0,,-1.3151009
58526,1089,0,,-1.3896518
58526,41910,0,,-1.3896518
58526,43768,0,,-1.3151009
58526,57449,0,,-1.3151009
58526,56000,0,,1.3887264
58526,41206,0,,-1.3151009
58526,47978,0,,-1.3151009
58526,59921,0,,-0.27304098
58526,47401,0,,-1.3151009
